
ВРЕМЯ: 0

Результат в узлах (веса):
 ___________________________________________________________________ 
| № элемента     | x              | y              | z              | u*             | 
| 43             | -0.838412      | -0.17821       | 0              | 5.27162e-23    | 
| 44             | -1.9563        | -0.415823      | 0              | -1.45734e-22   | 
| 45             | -2.68991       | -0.571757      | 0              | -2.65633e-22   | 
| 46             | -4.89074       | -1.03956       | 0              | -3.08661e-22   | 
| 47             | -0.231148      | -0.167939      | 0              | 1.17977e-22    | 
| 48             | -0.693443      | -0.503816      | 0              | 5.47794e-23    | 
| 49             | -1.61803       | -1.17557       | 0              | -1.46844e-22   | 
| 50             | -2.2248        | -1.61641       | 0              | -2.76747e-22   | 
| 51             | -4.04508       | -2.93893       | 0              | -3.23018e-22   | 
| 52             | -0.142857      | -0.247436      | 0              | 1.18036e-22    | 
| 53             | -0.428571      | -0.742307      | 0              | 6.02344e-23    | 
| 54             | -1             | -1.73205       | 0              | -1.47769e-22   | 
| 55             | -1.375         | -2.38157       | 0              | -2.99089e-22   | 
| 56             | -2.5           | -4.33013       | 0              | -3.52057e-22   | 
| 57             | -0.0298653     | -0.284149      | 0              | 1.18446e-22    | 
| 58             | -0.0895958     | -0.852447      | 0              | 7.14021e-23    | 
| 59             | -0.209057      | -1.98904       | 0              | -1.45896e-22   | 
| 60             | -0.287453      | -2.73494       | 0              | -3.31776e-22   | 
| 61             | -0.522642      | -4.97261       | 0              | -3.94984e-22   | 
| 62             | 0.0882906      | -0.27173       | 0              | 1.19435e-22    | 
| 63             | 0.264872       | -0.815191      | 0              | 9.01212e-23    | 
| 64             | 0.618034       | -1.90211       | 0              | -1.3825e-22    | 
| 65             | 0.849797       | -2.61541       | 0              | -3.7121e-22    | 
| 66             | 1.54508        | -4.75528       | 0              | -4.47548e-22   | 
| 67             | 0.19118        | -0.212327      | 0              | 1.20909e-22    | 
| 68             | 0.573541       | -0.636981      | 0              | 1.14295e-22    | 
| 69             | 1.33826        | -1.48629       | 0              | -1.24684e-22   | 
| 70             | 1.84011        | -2.04365       | 0              | -4.1015e-22    | 
| 71             | 3.34565        | -3.71572       | 0              | -5.00381e-22   | 
| 72             | 0.261013       | -0.11621       | 0              | 1.2224e-22     | 
| 73             | 0.783039       | -0.348631      | 0              | 1.35139e-22    | 
| 74             | 1.82709        | -0.813473      | 0              | -1.11077e-22   | 
| 75             | 2.51225        | -1.11853       | 0              | -4.39108e-22   | 
| 76             | 4.56773        | -2.03368       | 0              | -5.40298e-22   | 
| 77             | 0              | 0              | 2.5            | 4.21546e-06    | 
| 78             | 0.285714       | 0              | 2.5            | 3.99425e-06    | 
| 79             | 0.857143       | 0              | 2.5            | 7.03177e-07    | 
| 80             | 2              | 0              | 2.5            | 2.48094e-07    | 
| 81             | 2.75           | 0              | 2.5            | 1.24596e-08    | 
| 82             | 5              | 0              | 2.5            | -7.76239e-22   | 
| 83             | 0.261013       | 0.11621        | 2.5            | 3.99825e-06    | 
| 84             | 0.783039       | 0.348631       | 2.5            | 6.87306e-07    | 
| 85             | 1.82709        | 0.813473       | 2.5            | 2.40639e-07    | 
| 86             | 2.51225        | 1.11853        | 2.5            | 1.20848e-08    | 
| 87             | 4.56773        | 2.03368        | 2.5            | -7.57673e-22   | 
| 88             | 0.19118        | 0.212327       | 2.5            | 4.00908e-06    | 
| 89             | 0.573541       | 0.636981       | 2.5            | 6.44843e-07    | 
| 90             | 1.33826        | 1.48629        | 2.5            | 2.21054e-07    | 
| 91             | 1.84011        | 2.04365        | 2.5            | 1.10969e-08    | 
| 92             | 3.34565        | 3.71572        | 2.5            | -7.07346e-22   | 
| 93             | 0.0882906      | 0.27173        | 2.5            | 4.02365e-06    | 
| 94             | 0.264872       | 0.815191       | 2.5            | 5.90146e-07    | 
| 95             | 0.618034       | 1.90211        | 2.5            | 1.96081e-07    | 
| 96             | 0.849797       | 2.61541        | 2.5            | 9.82244e-09    | 
| 97             | 1.54508        | 4.75528        | 2.5            | -6.38763e-22   | 
| 98             | -0.0298653     | 0.284149       | 2.5            | 4.03837e-06    | 
| 99             | -0.0895958     | 0.852447       | 2.5            | 5.38267e-07    | 
| 100            | -0.209057      | 1.98904        | 2.5            | 1.72492e-07    | 
| 101            | -0.287453      | 2.73494        | 2.5            | 8.59595e-09    | 
| 102            | -0.522642      | 4.97261        | 2.5            | -5.68065e-22   | 
| 103            | -0.142857      | 0.247436       | 2.5            | 4.05064e-06    | 
| 104            | -0.428571      | 0.742307       | 2.5            | 4.98031e-07    | 
| 105            | -1             | 1.73205        | 2.5            | 1.54234e-07    | 
| 106            | -1.375         | 2.38157        | 2.5            | 7.62742e-09    | 
| 107            | -2.5           | 4.33013        | 2.5            | -5.08359e-22   | 
| 108            | -0.231148      | 0.167939       | 2.5            | 4.05914e-06    | 
| 109            | -0.693443      | 0.503816       | 2.5            | 4.71976e-07    | 
| 110            | -1.61803       | 1.17557        | 2.5            | 1.42425e-07    | 
| 111            | -2.2248        | 1.61641        | 2.5            | 6.99023e-09    | 
| 112            | -4.04508       | 2.93893        | 2.5            | -4.66909e-22   | 
| 113            | -0.279471      | 0.0594033      | 2.5            | 4.06342e-06    | 
| 114            | -0.838412      | 0.17821        | 2.5            | 4.5946e-07     | 
| 115            | -1.9563        | 0.415823       | 2.5            | 1.36755e-07    | 
| 116            | -2.68991       | 0.571757       | 2.5            | 6.68082e-09    | 
| 117            | -4.89074       | 1.03956        | 2.5            | -4.46079e-22   | 
| 118            | -0.279471      | -0.0594033     | 2.5            | 4.06342e-06    | 
| 119            | -0.838412      | -0.17821       | 2.5            | 4.5946e-07     | 
| 120            | -1.9563        | -0.415823      | 2.5            | 1.36755e-07    | 
| 121            | -2.68991       | -0.571757      | 2.5            | 6.68082e-09    | 
| 122            | -4.89074       | -1.03956       | 2.5            | -4.46079e-22   | 
| 123            | -0.231148      | -0.167939      | 2.5            | 4.05914e-06    | 
| 124            | -0.693443      | -0.503816      | 2.5            | 4.71976e-07    | 
| 125            | -1.61803       | -1.17557       | 2.5            | 1.42425e-07    | 
| 126            | -2.2248        | -1.61641       | 2.5            | 6.99023e-09    | 
| 127            | -4.04508       | -2.93893       | 2.5            | -4.66909e-22   | 
| 128            | -0.142857      | -0.247436      | 2.5            | 4.05064e-06    | 
| 129            | -0.428571      | -0.742307      | 2.5            | 4.98031e-07    | 
| 130            | -1             | -1.73205       | 2.5            | 1.54234e-07    | 
| 131            | -1.375         | -2.38157       | 2.5            | 7.62742e-09    | 
| 132            | -2.5           | -4.33013       | 2.5            | -5.08359e-22   | 
| 133            | -0.0298653     | -0.284149      | 2.5            | 4.03837e-06    | 
| 134            | -0.0895958     | -0.852447      | 2.5            | 5.38267e-07    | 
| 135            | -0.209057      | -1.98904       | 2.5            | 1.72492e-07    | 
| 136            | -0.287453      | -2.73494       | 2.5            | 8.59595e-09    | 
| 137            | -0.522642      | -4.97261       | 2.5            | -5.68065e-22   | 
| 138            | 0.0882906      | -0.27173       | 2.5            | 4.02365e-06    | 
| 139            | 0.264872       | -0.815191      | 2.5            | 5.90146e-07    | 
| 140            | 0.618034       | -1.90211       | 2.5            | 1.96081e-07    | 
| 141            | 0.849797       | -2.61541       | 2.5            | 9.82244e-09    | 
| 142            | 1.54508        | -4.75528       | 2.5            | -6.38763e-22   | 
| 143            | 0.19118        | -0.212327      | 2.5            | 4.00908e-06    | 
| 144            | 0.573541       | -0.636981      | 2.5            | 6.44843e-07    | 
| 145            | 1.33826        | -1.48629       | 2.5            | 2.21054e-07    | 
| 146            | 1.84011        | -2.04365       | 2.5            | 1.10969e-08    | 
| 147            | 3.34565        | -3.71572       | 2.5            | -7.07346e-22   | 
| 148            | 0.261013       | -0.11621       | 2.5            | 3.99825e-06    | 
| 149            | 0.783039       | -0.348631      | 2.5            | 6.87306e-07    | 
| 150            | 1.82709        | -0.813473      | 2.5            | 2.40639e-07    | 
| 151            | 2.51225        | -1.11853       | 2.5            | 1.20848e-08    | 
| 152            | 4.56773        | -2.03368       | 2.5            | -7.57673e-22   | 
| 153            | 0              | 0              | 5              | -1.24694e-22   | 
| 154            | 0.285714       | 0              | 5              | 1.22725e-22    | 
| 155            | 0.857143       | 0              | 5              | 1.42833e-22    | 
| 156            | 2              | 0              | 5              | -1.05616e-22   | 
| 157            | 2.75           | 0              | 5              | -4.4986e-22    | 
